text,term,polarity
"The happy hour is so cheap, but that does not reflect the service or the atmosphere.",ambience,positive
"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",waiter,negative
"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",kitchen,neutral
"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",waiting,negative
"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",service,negative
With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,quaility,positive
With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,atmosphere,positive
With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,ambience,positive
With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,anecdotes/miscellaneous,positive
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",space,negative
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",prices,positive
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",treats,positive
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",ambience,negative
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",food,positive
"A mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.",price,positive
"Give it a try, menu is typical French but varied.",menu,neutral
"Give it a try, menu is typical French but varied.",food,neutral
"Give it a try, menu is typical French but varied.",anecdotes/miscellaneous,positive
It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.,seats,positive
It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice.,service,positive
"but for the value, it was a great affordable spot to enjoy a fun night out with small group.",value,positive
"but for the value, it was a great affordable spot to enjoy a fun night out with small group.",price,positive
"but for the value, it was a great affordable spot to enjoy a fun night out with small group.",ambience,positive
the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,food,positive
the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,attitude,positive
the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,service,positive
the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their customers and deliver top quality food.,food,positive
We ordered a glass of wine and were finished eating and paying before the wine came.,glass of wine,neutral
We ordered a glass of wine and were finished eating and paying before the wine came.,service,negative
We ordered a glass of wine and were finished eating and paying before the wine came.,food,neutral
"It was good, but none of the flavors WOW.",flavors,neutral
"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",place,positive
"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",service,positive
"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",service,positive
"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",ambience,positive
Food is excellent quality for a good restaurant price.,Food,positive
Food is excellent quality for a good restaurant price.,price,positive
Food is excellent quality for a good restaurant price.,food,positive
Food is excellent quality for a good restaurant price.,price,positive
"Actually, everyone who worked there seemed to be annoyed.",anecdotes/miscellaneous,negative
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",burrito,positive
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",tacos,positive
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",margarita,neutral
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",dessert,neutral
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",price,positive
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",food,positive
The space is traditional in feel.,space,neutral
The space is traditional in feel.,ambience,neutral
"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?",reservations,neutral
"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?",service,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,food,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,interior,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,owners,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,dining,neutral
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,food,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,ambience,negative
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,service,negative
"Good service, great food, good value, and never have to wait in line!",service,positive
"Good service, great food, good value, and never have to wait in line!",food,positive
"Good service, great food, good value, and never have to wait in line!",value,positive
"Good service, great food, good value, and never have to wait in line!",wait,positive
"Good service, great food, good value, and never have to wait in line!",service,positive
"Good service, great food, good value, and never have to wait in line!",food,positive
"Good service, great food, good value, and never have to wait in line!",price,positive
Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,Egg McMuffin sandwich,neutral
Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,hot cakes,neutral
Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,breakfast,neutral
Offerings like hot cakes and the Egg McMuffin sandwich are available for breakfast.,food,neutral
"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",service,neutral
"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",food,negative
"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",service,neutral
"I have been going to this restaurant for years, in the past the service was average and the food inconsistant.",food,negative
"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",music,positive
"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",bartender,positive
"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",drinks,positive
"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",ambience,positive
"The music was fascinating, but left room for conversation, and the bartender made superb drinks.",food,positive
rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,rice dishes,positive
rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,noodle dishes,positive
rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,ice drink,positive
rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,food,positive
rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you're set for the night!,price,positive
Cuisine is billed as asian fusion - doesn't meet the bill.,Cuisine,negative
Cuisine is billed as asian fusion - doesn't meet the bill.,bill,negative
Cuisine is billed as asian fusion - doesn't meet the bill.,asian fusion,neutral
Cuisine is billed as asian fusion - doesn't meet the bill.,billed,negative
Cuisine is billed as asian fusion - doesn't meet the bill.,price,negative
Cuisine is billed as asian fusion - doesn't meet the bill.,food,negative
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,dishes,positive
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,king crab salad with passion fruit vinaigrette,positive
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,fettuccine with grilled seafood in a rosemary-orange sauce,positive
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,bistro menu,neutral
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,food,positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",Dishes,positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.","""Roy's Classics""",positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",menu,neutral
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",recipes,positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",macadamia-crusted mahi mahi,positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",sweet honey-mustard beef short ribs,positive
"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",food,positive
"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",cold sesame noodles,positive
"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",food,positive
"The cold sesame noodles, which are a freebie when you order $10+, are delectable.",price,positive
"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",food,negative
"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",meal,negative
"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",served,neutral
"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",ambience,negative
"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",food,negative
The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,argentine chorizo appetizer,negative
The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,fennel flavored Italian sausage,negative
The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,price,negative
The lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $2.99/lb at the store.,food,negative
"I went to Swiftys with some friends of the family and we had a very nice dinner, but nothing amazing.",dinner,positive
"Best Chinese on the Upper East, prompt delivery, good value.",delivery,positive
"Best Chinese on the Upper East, prompt delivery, good value.",value,positive
"Best Chinese on the Upper East, prompt delivery, good value.",service,positive
"Best Chinese on the Upper East, prompt delivery, good value.",price,positive
"Best Chinese on the Upper East, prompt delivery, good value.",anecdotes/miscellaneous,positive
Most of the sandwiches are made with soy mayonaise which is actually pretty good.,sandwiches,positive
Most of the sandwiches are made with soy mayonaise which is actually pretty good.,soy mayonaise,positive
Most of the sandwiches are made with soy mayonaise which is actually pretty good.,food,positive
i went in one day asking for a table for a group and was greeted by a very rude hostess.,hostess,negative
i went in one day asking for a table for a group and was greeted by a very rude hostess.,table,neutral
i went in one day asking for a table for a group and was greeted by a very rude hostess.,service,negative
It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,dinner,positive
It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,anecdotes/miscellaneous,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",food,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",staff,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",food,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",wine,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",food,positive
"Not only is the food authentic, but the staff here are practically off-the-boat, they are young and hip and know what they are doing when it comes to food and wine.",service,positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",music,positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",tapas,positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",selection of wines (primarily Spanish),positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",clientele,positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",ambience,positive
"It has good music, nice tapas, an interesting selection of wines (primarily Spanish) and a lowkey hip neighborhood clientele.",food,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",food,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",dumplings,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",cold sesame noodles,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",chicken,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",shrimp dishs,positive
"The food is great, I love their dumplings, cold sesame noodles, chicken and shrimp dishs.",food,positive
"And the food, well the food will keep you coming back.",food,positive
"And the food, well the food will keep you coming back.",food,positive
"And the food, well the food will keep you coming back.",food,positive
Waiting three hours before getting our entrees was a treat as well.,entrees,neutral
Waiting three hours before getting our entrees was a treat as well.,Waiting,negative
Waiting three hours before getting our entrees was a treat as well.,service,negative
It's the conversations that make this a fun place to be.,place,positive
It's the conversations that make this a fun place to be.,ambience,positive
"My gf's duck confitte was very solid as well, although i have little base of reference.",duck confitte,positive
"My gf's duck confitte was very solid as well, although i have little base of reference.",food,positive
"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",wine list,positive
"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",tapas,positive
"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",atmosphere,positive
"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",food,positive
"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",ambience,positive
You can eat gourmet food at a fast food price.,price,positive
You can eat gourmet food at a fast food price.,food,positive
You can eat gourmet food at a fast food price.,food,positive
You can eat gourmet food at a fast food price.,price,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",food,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",service,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",prices,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",food,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",service,positive
"I've eaten at all three locations and I always love, love the food, the service is always wonderful and the prices are really reasonable.",price,positive
"Not because I was pregnant, but the food here is always delicious.",food,positive
"Not because I was pregnant, but the food here is always delicious.",food,positive
Had a great meal there this weekend before heading to the movies!,meal,positive
Had a great meal there this weekend before heading to the movies!,food,positive
We had a birthday party here recently and the food and service was amazing.,food,positive
We had a birthday party here recently and the food and service was amazing.,service,positive
We had a birthday party here recently and the food and service was amazing.,food,positive
We had a birthday party here recently and the food and service was amazing.,service,positive
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",dinner menu,positive
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",entrees,positive
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",seafood,positive
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",steaks,positive
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",non-meat alternatives,neutral
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",food,positive
This place has the strangest menu and the restaurants tries too hard to make fancy food.,menu,negative
This place has the strangest menu and the restaurants tries too hard to make fancy food.,food,negative
This place has the strangest menu and the restaurants tries too hard to make fancy food.,food,negative
"The appetizers are ok, but the service is slow.",appetizers,neutral
"The appetizers are ok, but the service is slow.",service,negative
"The appetizers are ok, but the service is slow.",food,neutral
"The appetizers are ok, but the service is slow.",service,negative
the food - not worth the price.,food,negative
the food - not worth the price.,price,negative
the food - not worth the price.,price,negative
the food - not worth the price.,food,negative
"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",waitress,negative
"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",entree,neutral
"What can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",service,negative
The prices are not terrible.,prices,positive
The prices are not terrible.,price,positive
15% gratuity automatically added to the bill.,bill,negative
15% gratuity automatically added to the bill.,gratuity,negative
15% gratuity automatically added to the bill.,price,negative
"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.",halibut cheek appetizer,neutral
"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.",portion of foie gras,positive
Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,Food,positive
Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,empenadas,positive
Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,plaintains,positive
Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,afternoon snack,positive
Food is excellent and they also have empenadas and plaintains which are good for an afternoon snack.,food,positive
Both a number of the appetizer and pasta specials were amazing.,pasta specials,positive
Both a number of the appetizer and pasta specials were amazing.,appetizer,positive
Both a number of the appetizer and pasta specials were amazing.,food,positive
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",Big Mac,positive
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",Chicken McNuggets,positive
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",Filet-O-Fish sandwich,positive
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",McDonald's famous french fries,positive
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",entree-sized salads,neutral
"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich and McDonald's famous french fries; lighter options like entree-sized salads are also available.",food,positive
"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",pizza,positive
"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",ambience,neutral
"It's a basic pizza joint, not much to look at, but the pizza is what I go for.",food,positive
"Tables are close, so you better be comfortable bumping elbows with other patrons.",Tables,negative
"Tables are close, so you better be comfortable bumping elbows with other patrons.",ambience,negative
Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,lunch,neutral
Was her Monday for lunch - was working on a film in the area - and found this rare jewel.,anecdotes/miscellaneous,positive
"Not too much so, but enough that there's a great scene.",scene,positive
"Not too much so, but enough that there's a great scene.",ambience,positive
You feel like you made it to New York when you eat here.,anecdotes/miscellaneous,positive
We'd walked by it dozens of times and finally settled on a Monday night.,anecdotes/miscellaneous,neutral
"SUM IT: don't read the '10's' reviews, try it to judge for yourself so you won't have as hi expectations, then you'll be sure to enjoy it.",anecdotes/miscellaneous,positive
"We went there, no one greeted us.",service,negative
Dug the blue bar area too.,blue bar area,positive
Dug the blue bar area too.,ambience,positive
We spent so much time getting elbowed around while we waited we left.,ambience,negative
"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area.",upstrairs dining area,neutral
"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area.",anecdotes/miscellaneous,neutral
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",veggie burger,positive
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",chickpeas,positive
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",carrots,positive
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",vegetables,positive
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",spices,positive
"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.",food,positive
"At peak times, the restaurant is overcrowded and tables are uncomfortably close.",tables,negative
"At peak times, the restaurant is overcrowded and tables are uncomfortably close.",ambience,negative
The service was on point - what else you would expect from a Ritz?,service,positive
The service was on point - what else you would expect from a Ritz?,service,positive
"Menus feature seasonal picks, like sweet corn-foie gras brulee.",Menus,neutral
"Menus feature seasonal picks, like sweet corn-foie gras brulee.",sweet corn-foie gras brulee,neutral
"Menus feature seasonal picks, like sweet corn-foie gras brulee.",food,neutral
"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",Carinthia cheese ravioli with wild mushrooms,positive
"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",caviar-topped sturgeon,positive
"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",green spinach-vodka sauce,positive
"Innovations are just as assured, from the simple Carinthia cheese ravioli with wild mushrooms to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.",food,positive
"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",burgers,positive
"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",patties,positive
"And these are not small, wimpy fast food type burgers - these are real, full sized patties.",food,positive
"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",lunch,neutral
"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",delivery service,positive
"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",ambience,positive
"There restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",service,positive
Chinatown definitely has better quality with cheaper prices.,quality,positive
Chinatown definitely has better quality with cheaper prices.,prices,positive
Chinatown definitely has better quality with cheaper prices.,food,positive
Chinatown definitely has better quality with cheaper prices.,price,positive
I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,staff person,neutral
I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,fork,neutral
I had to flag down a third staff person for a fork... so now it's goodbye Little RUDE Pie Company.,service,negative
I have been in NYC for over 10 years and could not find this delicacy east of the Hudson .,anecdotes/miscellaneous,positive
"Go with the specials, and stay away from the salmon. ",specials,positive
"Go with the specials, and stay away from the salmon. ",salmon,negative
The pastas were pretty good.,pastas,positive
The pastas were pretty good.,food,positive
Atmosphere is a bore.,Atmosphere,negative
Atmosphere is a bore.,ambience,negative
The decor is what initially got me in the door.,decor,positive
The decor is what initially got me in the door.,ambience,positive
The wait staff was very attentive and polite.,wait staff,positive
The wait staff was very attentive and polite.,service,positive
"Great restaurant, and even greater food!",food,positive
"Great restaurant, and even greater food!",food,positive
"Great restaurant, and even greater food!",anecdotes/miscellaneous,positive
The dishes are remarkably tasty and such a cozy and intimate place!,dishes,positive
The dishes are remarkably tasty and such a cozy and intimate place!,place,positive
The dishes are remarkably tasty and such a cozy and intimate place!,food,positive
The dishes are remarkably tasty and such a cozy and intimate place!,ambience,positive
Save room for the desserts! ;-),desserts,positive
Save room for the desserts! ;-),food,positive
"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",food,positive
"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",staff,positive
"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",food,positive
"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",service,positive
Service was good and so was the atmosphere.,Service,positive
Service was good and so was the atmosphere.,atmosphere,positive
Service was good and so was the atmosphere.,service,positive
Service was good and so was the atmosphere.,ambience,positive
MY date and I both ordered the Branzini and both felt the fish was very average.,Branzini,neutral
MY date and I both ordered the Branzini and both felt the fish was very average.,fish,negative
MY date and I both ordered the Branzini and both felt the fish was very average.,food,negative
We were there March 7 and found Maison very nice.,anecdotes/miscellaneous,positive
"The food was good, the service prompt, and the price very reasonable. ",food,positive
"The food was good, the service prompt, and the price very reasonable. ",service,positive
"The food was good, the service prompt, and the price very reasonable. ",price,positive
"The food was good, the service prompt, and the price very reasonable. ",food,positive
"The food was good, the service prompt, and the price very reasonable. ",service,positive
"The food was good, the service prompt, and the price very reasonable. ",price,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",menu,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",ambiance,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",service,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",FOOD,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",food,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",ambience,positive
"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",service,positive
"Great food, good wine and an excellent host.",food,positive
"Great food, good wine and an excellent host.",wine,positive
"Great food, good wine and an excellent host.",host,positive
"Great food, good wine and an excellent host.",food,positive
"Great food, good wine and an excellent host.",service,positive
went there last night with my coworker.,anecdotes/miscellaneous,neutral
Pizzas were excellent in addition to appetizers and main courses.,Pizzas,positive
Pizzas were excellent in addition to appetizers and main courses.,appetizers,positive
Pizzas were excellent in addition to appetizers and main courses.,main courses,positive
Pizzas were excellent in addition to appetizers and main courses.,food,positive
"Definitely try the calamari, any pasta, or even the Sliced steak entree.",calamari,positive
"Definitely try the calamari, any pasta, or even the Sliced steak entree.",pasta,positive
"Definitely try the calamari, any pasta, or even the Sliced steak entree.",Sliced steak entree,positive
"Definitely try the calamari, any pasta, or even the Sliced steak entree.",food,positive
The caeser salad was great.,caeser salad,positive
The caeser salad was great.,food,positive
The fried calamari was even better!,fried calamari,positive
The fried calamari was even better!,food,positive
The food was good overall. ,food,positive
The food was good overall. ,food,positive
The food was outstanding and the service was tops.,food,positive
The food was outstanding and the service was tops.,service,positive
The food was outstanding and the service was tops.,food,positive
The food was outstanding and the service was tops.,service,positive
The portions are very large and the service is fantastic!!,portions,positive
The portions are very large and the service is fantastic!!,service,positive
The portions are very large and the service is fantastic!!,food,positive
The portions are very large and the service is fantastic!!,service,positive
I recomend the chicken milanese.,chicken milanese,positive
I recomend the chicken milanese.,food,positive
"excellent tapas at great prices, romantic, small but not overly crowed, excellent",tapas,positive
"excellent tapas at great prices, romantic, small but not overly crowed, excellent",prices,positive
